Question_Group,Historical_Question,Generic_Question,Similarity_Score,Confidence_Level,Rank
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your satisfaction with each of the following communication items. [. The quality of the City's website],0.12906922072682017,Low,7
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your satisfaction with each of the following maintenance items. [. Maintenance of major City streets],0.1180566477049114,Low,8
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please indicate the extent to which you think each of the following are an issue in the City of [city name] by circling the corresponding number below. [. Other],0.10842950515520665,Low,9
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.09187098447460329,Low,10
perceptions community,please rate satisfaction following parks recreation items 03 number walking biking trails,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.08693812290837705,Low,11
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your satisfaction with each of the following items concerning your recycling service. [. Overall quality of the City's curbside recycling program],0.07556985263029445,Low,12
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.0711748129484202,Low,13
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your satisfaction with each of the following items concerning city leadership. [. Overall quality of leadership provided by the City's elected officials],0.07067728088380396,Low,14
maintenance,please rate satisfaction following parks recreation items 03 number walking biking trails,Maintenance. Please rate your satisfaction with the following services provided by the City of [city name]. [. Condition of major City streets],0.0684387005505376,Low,15
,please rate satisfaction following parks recreation items 03 number walking biking trails,"When you think about the number and variety of places to live, work and play in [city name], would you like to see more, about the same, or fewer of the following types of places in [city name]? [. Retail and shopping plazas]",0.06735796713012612,Low,16
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.062339867638764423,Low,17
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.053450238499452976,Low,18
,please rate satisfaction following parks recreation items 03 number walking biking trails,"Please rate your overall satisfaction with major categories of services provided by the City of [city name]. [. Overall quality of police, fire, and emergency medical services]",0.04197517333580188,Low,19
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate the City of [city name] with regard to the following. [. As a place to live],0.04192597461499313,Low,20
,please rate satisfaction following parks recreation items 03 number walking biking trails,"For the items you selected, how would you rate the overall performance? [. Sewer services (e.g., sanitary sewer/wastewater)]",0.040580948485148705,Low,21
,please rate satisfaction following parks recreation items 03 number walking biking trails,Which THREE of the items listed in Question 1 do you think should receive the MOST EMPHASIS from City leaders over the next TWO years? [2nd:],0.03792396960373793,Low,22
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please CHECK ALL of the following items that would make you try DART or cause you to ride more often. [More convenient routes],0.03640838280400817,Low,23
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate how safe you feel in the following situations. [. In your neighborhood during the day],0.035028363060628245,Low,24
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate your level of agreement with each of the following statements. [. The City of [city name] is a safe community],0.03374287728960643,Low,25
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate each of the following characteristics as they relate to [city name] as a whole. [. Ease of air travel in [city name]],0.031331712924172556,Low,26
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.02932669230242436,Low,27
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas. [. Courtesy],0.02780305972307459,Low,28
,please rate satisfaction following parks recreation items 03 number walking biking trails,"Which of the following are your primary sources of information about City issues, services, and events?  [Other]",0.015382762955734937,Low,29
,please rate satisfaction following parks recreation items 03 number walking biking trails,Which of the following best describes your race/ethnicity? [Other],0.014880774085082569,Low,30
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please CHECK ALL of the following types of retail and restaurant options you would like to see in [city name]. [Other],0.014137298825217628,Low,31
,please rate satisfaction following parks recreation items 03 number walking biking trails,How many persons in your household are employed in each of the following areas? [Within the City limits of [city name]:],0.013690244399319498,Low,32
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please CHECK ALL of the following information sources you have used to get information about the City of [city name] during the past year. [Other],0.013536982952012765,Low,33
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please CHECK ALL of the following information sources you are currently using in daily life. [Other],0.013206680602116357,Low,34
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please CHECK ALL of the following that you have done in [city name] over the past year. [Visited City government offices],0.01249189317171059,Low,35
,please rate satisfaction following parks recreation items 03 number walking biking trails,"Including yourself, how many persons in your household are in each of the following age groups? [65-74 years:]",0.011010931215675162,Low,36
,please rate satisfaction following parks recreation items 03 number walking biking trails,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community. [None]",0.010857098295871394,Low,37
,please rate satisfaction following parks recreation items 03 number walking biking trails,"Which of the following best describes your race/ethnicity? [Hispanic, Spanish, or Latino/a/x]",0.010810453205305676,Low,38
,please rate satisfaction following parks recreation items 03 number walking biking trails,Which of the following best describes your race/ethnicity? [American Indian or Alaska Native],0.010213092912140806,Low,39
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please indicate how the City of [city name] compares to other cities in Des Moines metro areas in the following areas. [. City facilities],0.010116484056769265,Low,40
economic development,please rate satisfaction following parks recreation items 03 number walking biking trails,Economic Development. Which TWO of the following benefits of economic development are MOST IMPORTANT to you? [Other],0.009886889532205652,Low,41
major categories city services,please rate satisfaction following parks recreation items 03 number walking biking trails,Major Categories of City Services. Please indicate whether you or any member of your household have used each of the following services in the past 12 months. [. Customer service provided by city employees],0.009879545046752886,Low,42
,please rate satisfaction following parks recreation items 03 number walking biking trails,Please indicate how likely you would be to recommend your community. [. Recommend the community as a place to live],0.0,Low,43
,please rate satisfaction following parks recreation items 03 number walking biking trails,"Please define ""Other.""",0.0,Low,44
,please rate satisfaction following parks recreation items 03 number walking biking trails,"Counting yourself, how many people in your household are… [Ages 65-74:]",0.0,Low,45
,please rate satisfaction following parks recreation items 03 number walking biking trails,What is your age?,0.0,Low,46
,please rate satisfaction following parks recreation items 03 number walking biking trails,Do you own or rent your current residence?,0.0,Low,47
,please rate satisfaction following parks recreation items 03 number walking biking trails,How do you receive information about the city's budget and how money is spent? [Other],0.0,Low,48
,please rate satisfaction following parks recreation items 03 number walking biking trails,Which THREE of the City services listed in Question 1 do you think are most important for the City to emphasize over the next TWO years? [1st:],0.0,Low,49
,please rate satisfaction following parks recreation items 03 number walking biking trails,What is your total annual household income?,0.0,Low,50
city aware shortage housing nationwide locally,please rate satisfaction following parks recreation items 03 number walking biking trails,The City is aware of a shortage of housing nationwide and locally. Different housing types not already offered in [city name] will help meet the needs of future generations in our community. Do you support the City facilitating more housing in [city name] through... [Fourplexes],0.0,Low,51
,please rate satisfaction following parks recreation items 03 number walking biking trails,"Please CHECK ALL of the sources of information you use to get information about City services, news, and events? [. Other]",0.0,Low,52
,please rate satisfaction following parks recreation items 03 number walking biking trails,What is your gender?,0.0,Low,53
,please rate satisfaction following parks recreation items 03 number walking biking trails,Which FOUR of the services listed above do you think should be the City's top priorities? [2nd:],0.0,Low,54
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the park services listed. [. Number of walking and biking trails in the City],0.6145646381391585,Medium,1
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the following parks and recreation items. [. Number of city parks],0.4336623845979511,Low,2
parks recreation,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Parks and Recreation. Please rate the City's performance in the following areas. [. Appearance/maintenance of parks],0.3778548839834801,Low,3
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the following maintenance items. [. Maintenance of major City streets],0.3167508943821023,Low,4
meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"To meet the needs of future generations, the City is considering changes to the transportation infrastructure and network to better accommodate walking, biking, using public transit and charging electric vehicles. Do you support the City's transportation network to better accommodate multimodal transportation by... [Providing safe walking options to and from home, work, school, parks, grocery stores, etc.]",0.2033053273744116,Low,5
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the park services listed. [. The number of City parks],0.19310351372718454,Low,6
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.16946999394798257,Low,7
maintenance,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Maintenance. Please rate your satisfaction with the following services provided by the City of [city name]. [. Condition of major City streets],0.15884273252569803,Low,8
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"If you had a budget of $100 for services provided by the City of Riveria Beach, how would you allocate the funds among these categories? [Please be sure your total adds up to $100.] [Parks, Golf, and Open Spaces (including park, outdoor athletic fields and courts, trails, golf, open space, and trails.)]",0.14669481495863615,Low,9
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the following communication items. [. The quality of the City's website],0.12987750295389058,Low,10
perceptions community,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.08748256362945674,Low,11
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the following items concerning your recycling service. [. Overall quality of the City's curbside recycling program],0.07604310077140376,Low,12
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.07162053762233785,Low,13
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the following items concerning city leadership. [. Overall quality of leadership provided by the City's elected officials],0.07111988981623839,Low,14
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.06273026441009834,Low,15
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.05378496491655302,Low,16
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"Please rate your overall satisfaction with major categories of services provided by the City of [city name]. [. Overall quality of police, fire, and emergency medical services]",0.042238038381352414,Low,17
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate the City of [city name] with regard to the following. [. As a place to live],0.042188531558802596,Low,18
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"For the items you selected, how would you rate the overall performance? [. Sewer services (e.g., sanitary sewer/wastewater)]",0.0408350823462931,Low,19
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Which THREE of the items listed in Question 1 do you think should receive the MOST EMPHASIS from City leaders over the next TWO years? [2nd:],0.03816146441805573,Low,20
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please CHECK ALL of the following items that would make you try DART or cause you to ride more often. [More convenient routes],0.03663638641765934,Low,21
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate how safe you feel in the following situations. [. In your neighborhood during the day],0.03524772444784232,Low,22
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate your level of agreement with each of the following statements. [. The City of [city name] is a safe community],0.033954188459301426,Low,23
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate each of the following characteristics as they relate to [city name] as a whole. [. Ease of air travel in [city name]],0.03152792443422638,Low,24
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.029510347584708767,Low,25
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas. [. Courtesy],0.02797717341885573,Low,26
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"Which of the following are your primary sources of information about City issues, services, and events?  [Other]",0.01547909586787573,Low,27
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Which of the following best describes your race/ethnicity? [Other],0.014973963345467736,Low,28
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please CHECK ALL of the following types of retail and restaurant options you would like to see in [city name]. [Other],0.01422583215109392,Low,29
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,How many persons in your household are employed in each of the following areas? [Within the City limits of [city name]:],0.013775978094540614,Low,30
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please CHECK ALL of the following information sources you have used to get information about the City of [city name] during the past year. [Other],0.013621756863768424,Low,31
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please indicate the extent to which you think each of the following are an issue in the City of [city name] by circling the corresponding number below. [. Other],0.013324947277345373,Low,32
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please CHECK ALL of the following information sources you are currently using in daily life. [Other],0.01328938603063893,Low,33
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please CHECK ALL of the following that you have done in [city name] over the past year. [Visited City government offices],0.012570122320196164,Low,34
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"Including yourself, how many persons in your household are in each of the following age groups? [65-74 years:]",0.011079885997884328,Low,35
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community. [None]",0.01092508971582955,Low,36
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"Which of the following best describes your race/ethnicity? [Hispanic, Spanish, or Latino/a/x]",0.010878152515359766,Low,37
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Which of the following best describes your race/ethnicity? [American Indian or Alaska Native],0.010277051317078992,Low,38
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please indicate how the City of [city name] compares to other cities in Des Moines metro areas in the following areas. [. City facilities],0.010179837459055891,Low,39
economic development,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Economic Development. Which TWO of the following benefits of economic development are MOST IMPORTANT to you? [Other],0.009948805123272902,Low,40
major categories city services,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Major Categories of City Services. Please indicate whether you or any member of your household have used each of the following services in the past 12 months. [. Customer service provided by city employees],0.009941414643763418,Low,41
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"When you think about the number and variety of places to live, work and play in [city name], would you like to see more, about the same, or fewer of the following types of places in [city name]? [. Retail and shopping plazas]",0.008277648776809846,Low,42
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"Please CHECK ALL of the sources of information you use to get information about City services, news, and events? [. Other]",0.0,Low,43
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,What is your gender?,0.0,Low,44
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Which THREE of the City services listed in Question 1 do you think are most important for the City to emphasize over the next TWO years? [1st:],0.0,Low,45
city aware shortage housing nationwide locally,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,The City is aware of a shortage of housing nationwide and locally. Different housing types not already offered in [city name] will help meet the needs of future generations in our community. Do you support the City facilitating more housing in [city name] through... [Fourplexes],0.0,Low,46
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,How do you receive information about the city's budget and how money is spent? [Other],0.0,Low,47
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,What is your total annual household income?,0.0,Low,48
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Please indicate how likely you would be to recommend your community. [. Recommend the community as a place to live],0.0,Low,49
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Do you own or rent your current residence?,0.0,Low,50
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,What is your age?,0.0,Low,51
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"Counting yourself, how many people in your household are… [Ages 65-74:]",0.0,Low,52
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,"Please define ""Other.""",0.0,Low,53
,please rate satisfaction following parks recreation items 04 maintenance walking biking trails,Which FOUR of the services listed above do you think should be the City's top priorities? [2nd:],0.0,Low,54
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the following parks and recreation items. [. Number of city parks],0.4687465675827432,Medium,1
parks recreation,please rate satisfaction following parks recreation items 05 city swimming pools,Parks and Recreation. Please rate the City's performance in the following areas. [. Appearance/maintenance of parks],0.3214387744947246,Low,2
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the park services listed. [. The number of City parks],0.22465171346381968,Low,3
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the following communication items. [. The quality of the City's website],0.15775605627899417,Low,4
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the following maintenance items. [. Maintenance of major City streets],0.1442958364090855,Low,5
perceptions community,please rate satisfaction following parks recreation items 05 city swimming pools,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.1386684213438923,Low,6
maintenance,please rate satisfaction following parks recreation items 05 city swimming pools,Maintenance. Please rate your satisfaction with the following services provided by the City of [city name]. [. Condition of major City streets],0.13090142245806086,Low,7
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.10101633997541629,Low,8
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the following items concerning city leadership. [. Overall quality of leadership provided by the City's elected officials],0.09955897351121057,Low,9
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.0951670209421735,Low,10
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the following items concerning your recycling service. [. Overall quality of the City's curbside recycling program],0.09236595570505954,Low,11
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate the City of [city name] with regard to the following. [. As a place to live],0.09069349245511152,Low,12
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.08699407754930887,Low,13
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.0799690171420863,Low,14
,please rate satisfaction following parks recreation items 05 city swimming pools,"Please rate your overall satisfaction with major categories of services provided by the City of [city name]. [. Overall quality of police, fire, and emergency medical services]",0.07456974127297814,Low,15
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your level of agreement with each of the following statements. [. The City of [city name] is a safe community],0.07299196774746641,Low,16
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the park services listed. [. Number of walking and biking trails in the City],0.06946309570267335,Low,17
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate each of the following characteristics as they relate to [city name] as a whole. [. Ease of air travel in [city name]],0.06777618161028955,Low,18
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate the performance of the City employees who helped you the last time you contacted the City in the following areas. [. Courtesy],0.060143064302718624,Low,19
,please rate satisfaction following parks recreation items 05 city swimming pools,Which THREE of the items listed in Question 1 do you think should receive the MOST EMPHASIS from City leaders over the next TWO years? [2nd:],0.058794832772672154,Low,20
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.05536786174363649,Low,21
,please rate satisfaction following parks recreation items 05 city swimming pools,Please indicate how the City of [city name] compares to other cities in Des Moines metro areas in the following areas. [. City facilities],0.052563629943615194,Low,22
,please rate satisfaction following parks recreation items 05 city swimming pools,How many persons in your household are employed in each of the following areas? [Within the City limits of [city name]:],0.05214867947738817,Low,23
,please rate satisfaction following parks recreation items 05 city swimming pools,Please CHECK ALL of the following information sources you have used to get information about the City of [city name] during the past year. [Other],0.05156487820556889,Low,24
,please rate satisfaction following parks recreation items 05 city swimming pools,Please indicate the extent to which you think each of the following are an issue in the City of [city name] by circling the corresponding number below. [. Other],0.05044131166953282,Low,25
,please rate satisfaction following parks recreation items 05 city swimming pools,Please CHECK ALL of the following that you have done in [city name] over the past year. [Visited City government offices],0.04758393744305182,Low,26
,please rate satisfaction following parks recreation items 05 city swimming pools,"For the items you selected, how would you rate the overall performance? [. Sewer services (e.g., sanitary sewer/wastewater)]",0.04203686285093645,Low,27
,please rate satisfaction following parks recreation items 05 city swimming pools,Which THREE of the City services listed in Question 1 do you think are most important for the City to emphasize over the next TWO years? [1st:],0.03814136127082533,Low,28
meet needs future generations city considering changes transportation infrastructure network better accommodate walking biking using public transit charging electric vehicles,please rate satisfaction following parks recreation items 05 city swimming pools,"To meet the needs of future generations, the City is considering changes to the transportation infrastructure and network to better accommodate walking, biking, using public transit and charging electric vehicles. Do you support the City's transportation network to better accommodate multimodal transportation by... [Providing safe walking options to and from home, work, school, parks, grocery stores, etc.]",0.03781947461307422,Low,29
,please rate satisfaction following parks recreation items 05 city swimming pools,Please CHECK ALL of the following items that would make you try DART or cause you to ride more often. [More convenient routes],0.0377145988866326,Low,30
major categories city services,please rate satisfaction following parks recreation items 05 city swimming pools,Major Categories of City Services. Please indicate whether you or any member of your household have used each of the following services in the past 12 months. [. Customer service provided by city employees],0.03763301903150418,Low,31
,please rate satisfaction following parks recreation items 05 city swimming pools,"Which of the following are your primary sources of information about City issues, services, and events?  [Other]",0.03726522184358049,Low,32
,please rate satisfaction following parks recreation items 05 city swimming pools,"If you had a budget of $100 for services provided by the City of Riveria Beach, how would you allocate the funds among these categories? [Please be sure your total adds up to $100.] [Parks, Golf, and Open Spaces (including park, outdoor athletic fields and courts, trails, golf, open space, and trails.)]",0.03720642139303021,Low,33
,please rate satisfaction following parks recreation items 05 city swimming pools,Please rate how safe you feel in the following situations. [. In your neighborhood during the day],0.03628506845795677,Low,34
,please rate satisfaction following parks recreation items 05 city swimming pools,Please CHECK ALL of the following types of retail and restaurant options you would like to see in [city name]. [Other],0.03424804623894399,Low,35
,please rate satisfaction following parks recreation items 05 city swimming pools,"When you think about the number and variety of places to live, work and play in [city name], would you like to see more, about the same, or fewer of the following types of places in [city name]? [. Retail and shopping plazas]",0.03133486783485232,Low,36
city aware shortage housing nationwide locally,please rate satisfaction following parks recreation items 05 city swimming pools,The City is aware of a shortage of housing nationwide and locally. Different housing types not already offered in [city name] will help meet the needs of future generations in our community. Do you support the City facilitating more housing in [city name] through... [Fourplexes],0.03081488670210721,Low,37
,please rate satisfaction following parks recreation items 05 city swimming pools,Which FOUR of the services listed above do you think should be the City's top priorities? [2nd:],0.026117173636546545,Low,38
,please rate satisfaction following parks recreation items 05 city swimming pools,How do you receive information about the city's budget and how money is spent? [Other],0.020028841094202967,Low,39
,please rate satisfaction following parks recreation items 05 city swimming pools,"Please CHECK ALL of the sources of information you use to get information about City services, news, and events? [. Other]",0.01802410155085239,Low,40
,please rate satisfaction following parks recreation items 05 city swimming pools,Which of the following best describes your race/ethnicity? [Other],0.015414648564937135,Low,41
,please rate satisfaction following parks recreation items 05 city swimming pools,Please CHECK ALL of the following information sources you are currently using in daily life. [Other],0.0136804939734334,Low,42
,please rate satisfaction following parks recreation items 05 city swimming pools,"Including yourself, how many persons in your household are in each of the following age groups? [65-74 years:]",0.011405968136595553,Low,43
,please rate satisfaction following parks recreation items 05 city swimming pools,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community. [None]",0.011246616184678593,Low,44
,please rate satisfaction following parks recreation items 05 city swimming pools,"Which of the following best describes your race/ethnicity? [Hispanic, Spanish, or Latino/a/x]",0.011198297617765397,Low,45
,please rate satisfaction following parks recreation items 05 city swimming pools,Which of the following best describes your race/ethnicity? [American Indian or Alaska Native],0.010579505951879207,Low,46
economic development,please rate satisfaction following parks recreation items 05 city swimming pools,Economic Development. Which TWO of the following benefits of economic development are MOST IMPORTANT to you? [Other],0.01024159944018532,Low,47
,please rate satisfaction following parks recreation items 05 city swimming pools,What is your gender?,0.0,Low,48
,please rate satisfaction following parks recreation items 05 city swimming pools,What is your total annual household income?,0.0,Low,49
,please rate satisfaction following parks recreation items 05 city swimming pools,What is your age?,0.0,Low,50
,please rate satisfaction following parks recreation items 05 city swimming pools,Please indicate how likely you would be to recommend your community. [. Recommend the community as a place to live],0.0,Low,51
,please rate satisfaction following parks recreation items 05 city swimming pools,Do you own or rent your current residence?,0.0,Low,52
,please rate satisfaction following parks recreation items 05 city swimming pools,"Counting yourself, how many people in your household are… [Ages 65-74:]",0.0,Low,53
,please rate satisfaction following parks recreation items 05 city swimming pools,"Please define ""Other.""",0.0,Low,54
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the following parks and recreation items. [. Number of city parks],0.413007899025739,Low,1
parks recreation,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Parks and Recreation. Please rate the City's performance in the following areas. [. Appearance/maintenance of parks],0.2801679036969652,Low,2
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,"If you had a budget of $100 for services provided by the City of Riveria Beach, how would you allocate the funds among these categories? [Please be sure your total adds up to $100.] [Parks, Golf, and Open Spaces (including park, outdoor athletic fields and courts, trails, golf, open space, and trails.)]",0.25412086896620456,Low,3
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the following communication items. [. The quality of the City's website],0.20976041050566618,Low,4
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the park services listed. [. The number of City parks],0.18390637355575995,Low,5
perceptions community,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Perceptions of the Community. Please rate your satisfaction with each of the following items that may influence your perception of the City of [city name]. [. Overall quality of life in the City],0.14128989271927797,Low,6
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the following items concerning your recycling service. [. Overall quality of the City's curbside recycling program],0.1228144341487401,Low,7
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the following items concerning city leadership. [. Overall quality of leadership provided by the City's elected officials],0.11486313598335951,Low,8
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the following maintenance items. [. Maintenance of major City streets],0.11313794695016363,Low,9
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,"Please rate your overall satisfaction with major categories of services provided by the City of [city name]. [. Overall quality of police, fire, and emergency medical services]",0.09584096190841264,Low,10
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the following code enforcement items. [. Enforcing the maintenance of commercial property in your neighborhood],0.08804328066071757,Low,11
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate each of the following major categories of services provided by the City of [city name]. [. Overall quality of customer service you receive from City employees],0.08724626671619246,Low,12
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the following items concerning your trash service. [. City efforts to keep you informed about trash removal issues],0.06820939242383026,Low,13
maintenance,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Maintenance. Please rate your satisfaction with the following services provided by the City of [city name]. [. Condition of major City streets],0.06558727714833065,Low,14
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with the following public safety services provided by the City of [city name]. [. The visibility of police in retail areas],0.05974254542128026,Low,15
,please rate satisfaction following parks recreation items 06 quality outdoor athletic fields,Please rate your satisfaction with each of the following water services. [. Clarity of your tap water],0.05122329293086582,Low,16
