question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q12[T],none,kinds additional outdoor recreational opportunities needed,none,Waterpark/pool,Pool public swimming ,"Out door aquatic center, drive inn theater ",Aquatic center ,Teen and adult rec leagues,POOL ! This town need recreation for teens. We definitely need a pool. This town is big enough to support a pool. We need things for older kids to keep them in our town so that they don’t have to go to Urbandale or Grimes or Ankeny. Keep our kids here keep.,More updated exercise park at crown point.  ,"Rental equipment (pickle ball, snow shoes, xc  skis)","More bike trails, better bike trails, Skate park for teens and kids to hang out with. less tennis courts or pickles all courts and more teenage centered parks","Public Swimming pool.
Dog park"
Q13[T],none,kinds additional indoor recreational opportunities needed,none,A town rec center would be cool - maybe in one of the two vacant buildings near 86th (AMC theatre or Dahls/Pricechopper),Pool public swimming ,"Bowling, ymca, roller skating ",swimming facility,Indoor rec center we could use a rec center with a waterpark. We definitely need some big water park area.,"Pickle ball 
",Indoor skate park,Need a place for teens to hangout in the winter. Purchase the old Dahls and convert it into a rec center. Need more teen recreational programs that are not competitive sports. There isn’t much for non sports kids to do in our community. ,Need to know about the recreational opportunities ,"More crafting and game nights, i.e., cribbage, bridge"
Q14[L],none,top priority terms recreation,none,Both,Outdoor activities,Indoor activities,,,,,,,
Q15[01][F],city maintenance,please rate satisfaction following city maintenance items,01 maintenance city streets,Dissatisfied,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Don't Know,,,,
Q15[02][F],city maintenance,please rate satisfaction following city maintenance items,02 maintenance sidewalks trails,Don't Know,Satisfied,Neutral,Very Satisfied,Very Dissatisfied,Dissatisfied,,,,
Q15[03][F],city maintenance,please rate satisfaction following city maintenance items,03 maintenance traffic signals street signs,Neutral,Satisfied,Very Satisfied,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q15[04][F],city maintenance,please rate satisfaction following city maintenance items,04 adequacy city street lighting,Dissatisfied,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Don't Know,,,,
Q15[05][F],city maintenance,please rate satisfaction following city maintenance items,05 maintenance city buildings city hall library police station fire stations,Neutral,Satisfied,Very Satisfied,Very Dissatisfied,Don't Know,Dissatisfied,,,,
Q15[06][F],city maintenance,please rate satisfaction following city maintenance items,06 snow removal city streets,Neutral,Satisfied,Very Satisfied,Very Dissatisfied,Dissatisfied,Don't Know,,,,
Q15[07][F],city maintenance,please rate satisfaction following city maintenance items,07 mowing trimming along city streets public areas,Neutral,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q15[08][F],city maintenance,please rate satisfaction following city maintenance items,08 overall condition city streets,Dissatisfied,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Don't Know,,,,
Q15[09][F],city maintenance,please rate satisfaction following city maintenance items,09 overall satisfaction weekly curbside trash collection,Neutral,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q15[10][F],city maintenance,please rate satisfaction following city maintenance items,10 overall satisfaction weekly curbside recycling collection,Dissatisfied,Satisfied,Very Satisfied,Neutral,Don't Know,Very Dissatisfied,,,,
Q15[11][F],city maintenance,please rate satisfaction following city maintenance items,11 overall satisfaction weekly curbside yard waste collection,Don't Know,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q16[01][F],none,two city maintenance items listed think receive emphasis city leaders next two years,1st,01. Maintenance of City streets,02. Maintenance of sidewalks and trails,04. Adequacy of City street lighting,09. Overall satisfaction with weekly curbside trash collection,03. Maintenance of traffic signals and street signs,10. Overall satisfaction with weekly curbside recycling collection,07. Mowing and trimming along City streets and other public areas,08. Overall condition of City streets,06. Snow removal on City streets,11. Overall satisfaction with weekly curbside yard waste collection
Q16[02][F],none,two city maintenance items listed think receive emphasis city leaders next two years,2nd,08. Overall condition of City streets,02. Maintenance of sidewalks and trails,06. Snow removal on City streets,10. Overall satisfaction with weekly curbside recycling collection,04. Adequacy of City street lighting,01. Maintenance of City streets,03. Maintenance of traffic signals and street signs,07. Mowing and trimming along City streets and other public areas,"05. Maintenance of City buildings, such as City Hall, the library, police station and fire stations",11. Overall satisfaction with weekly curbside yard waste collection
Q17[01][F],city growth,please rate satisfaction following items,1 rate growth [city name],Dissatisfied,Satisfied,Neutral,Very Satisfied,Very Dissatisfied,Don't Know,,,,
Q17[02][F],city growth,please rate satisfaction following items,2 quality business development,Very Dissatisfied,Satisfied,Neutral,Dissatisfied,Very Satisfied,Don't Know,,,,
Q17[03][F],city growth,please rate satisfaction following items,3 quality residential development,Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Very Satisfied,Don't Know,,,,
Q17[04][F],city growth,please rate satisfaction following items,4 diversity residential development,Neutral,Satisfied,Don't Know,Dissatisfied,Very Satisfied,Very Dissatisfied,,,,
Q17[05][F],city growth,please rate satisfaction following items,5 availability affordable housing sale,Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,Very Satisfied,,,,
Q17[06][F],city growth,please rate satisfaction following items,6 availability affordable housing rent,Satisfied,Neutral,Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,,,,
Q18[L],none,library services,none,No,Yes,,,,,,,,
Q18a[01][F],none,please rate satisfaction following items,1 quality library programs story hours book discussion,Very Satisfied,Neutral,Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q18a[02][F],please rate satisfaction following items,2 quality library materials books dvds magazines etc,none,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q18a[03][F],none,please rate satisfaction following items,3 overall satisfaction [city name] public library,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q19[01][M],none,please check following information sources used get information city [city name] past year,citys website,Yes,No,,,,,,,,
Q19[02][M],none,please check following information sources used get information city [city name] past year,citys facebookinstagram page,No,Yes,,,,,,,,
Q19[03][M],none,please check following information sources used get information city [city name] past year,citys x formerly twitter feed,No,Yes,,,,,,,,
Q19[04][M],none,please check following information sources used get information city [city name] past year,des moines register,Yes,No,,,,,,,,
Q19[05][M],none,please check following information sources used get information city [city name] past year,des moines business record,No,Yes,,,,,,,,
Q19[06][M],none,please check following information sources used get information city [city name] past year,[city name] living magazine,Yes,No,,,,,,,,
Q19[07][M],none,please check following information sources used get information city [city name] past year,citys weeklymonthly enewsletter,Yes,No,,,,,,,,
Q19[08][M],none,please check following information sources used get information city [city name] past year,utility bill,Yes,No,,,,,,,,
Q19[09][M],none,please check following information sources used get information city [city name] past year,videos citys social media youtubefacebook,No,Yes,,,,,,,,
Q19[10][M],none,please check following information sources used get information city [city name] past year,news alert notifications city website,No,Yes,,,,,,,,
Q19[11][M],none,please check following information sources used get information city [city name] past year,[city name] living weekly enewsletter,No,Yes,,,,,,,,
Q19[12][M],none,please check following information sources used get information city [city name] past year,nextdoor,No,Yes,,,,,,,,
Q19[13][M],none,please check following information sources used get information city [city name] past year,city [city name] mobile app,No,Yes,,,,,,,,
Q19[14][M],none,please check following information sources used get information city [city name] past year,,No,Yes,,,,,,,,
Q19x14[T],none,please define,none,"My own observations, if that counts.",text messages,Word of mouth,Library site.,Talking with neighbors that are plugged into the community.,Working in town,We Are Iowa tv channel app,Community,Neighbors,Living there and talking with other residents 
Q20[01][F],city communications,please rate satisfaction following,1 availability information city programs services,Neutral,Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,Very Satisfied,,,,
Q20[02][F],city communications,please rate satisfaction following,2 level public involvement local decision making,Neutral,Very Dissatisfied,Satisfied,Don't Know,Dissatisfied,Very Satisfied,,,,
Q20[03][F],city communications,please rate satisfaction following,3 quality citys website,Dissatisfied,Satisfied,Neutral,Don't Know,Very Satisfied,Very Dissatisfied,,,,
Q20[04][F],city communications,please rate satisfaction following,4 online services offered citys website,Neutral,Satisfied,Don't Know,Dissatisfied,Very Satisfied,Very Dissatisfied,,,,
Q21[01][M],none,please check following information sources currently using daily life,facebookinstagram,Yes,No,,,,,,,,
Q21[02][M],none,please check following information sources currently using daily life,x formerly twitter,Yes,No,,,,,,,,
Q21[03][M],none,please check following information sources currently using daily life,youtube,No,Yes,,,,,,,,
Q21[04][M],none,please check following information sources currently using daily life,tiktok,No,Yes,,,,,,,,
Q21[05][M],none,please check following information sources currently using daily life,snapchat,No,Yes,,,,,,,,
Q21[06][M],none,please check following information sources currently using daily life,sms text messaging,No,Yes,,,,,,,,
Q21[07][M],none,please check following information sources currently using daily life,print publications,Yes,No,,,,,,,,
Q21[08][M],none,please check following information sources currently using daily life,email,Yes,No,,,,,,,,
Q21[09][M],none,please check following information sources currently using daily life,chat bots,No,Yes,,,,,,,,
Q21[10][M],none,please check following information sources currently using daily life,,No,Yes,,,,,,,,
Q21x10[T],none,please define,none,On line news sites,Other social media platforms ,Local news stations,AI,MESSENGER,"Websites, apps",Instagram,EMAIL,I talked to people!!!!!!!!!!!,tv
Q22[01][F],none,please indicate city [city name] compares cities des moines metro areas following areas,1 city facilities,About the Same,Better,Worse,Much Worse,Don't Know,Much Better,,,,
Q22[02][F],none,please indicate city [city name] compares cities des moines metro areas following areas,2 city parks,About the Same,Better,Much Worse,Don't Know,Much Better,Worse,,,,
Q22[03][F],none,please indicate city [city name] compares cities des moines metro areas following areas,3 ems,Worse,Don't Know,About the Same,Much Better,Better,Much Worse,,,,
Q22[04][F],none,please indicate city [city name] compares cities des moines metro areas following areas,4 fire,Worse,Don't Know,About the Same,Much Better,Better,Much Worse,,,,
Q22[05][F],none,please indicate city [city name] compares cities des moines metro areas following areas,5 library,About the Same,Don't Know,Much Better,Worse,Better,Much Worse,,,,
Q22[06][F],none,please indicate city [city name] compares cities des moines metro areas following areas,6 police,About the Same,Don't Know,Worse,Much Better,Better,Much Worse,,,,
Q22[07][F],none,please indicate city [city name] compares cities des moines metro areas following areas,7 road conditions,Worse,Better,Much Worse,About the Same,Much Better,Don't Know,,,,
Q22[08][F],none,please indicate city [city name] compares cities des moines metro areas following areas,8 snow removal trails roads,About the Same,Better,Don't Know,Much Better,Much Worse,Worse,,,,
Q22[09][F],none,please indicate city [city name] compares cities des moines metro areas following areas,9 trails,Don't Know,Better,About the Same,Much Better,Worse,Much Worse,,,,
Q23[01][M],economic development,two following benefits economic development important,jobs [city name],No,Yes,,,,,,,,
Q23[02][M],economic development,two following benefits economic development important,new existing companies openingexpanding [city name],Yes,No,,,,,,,,
Q23[03][M],economic development,two following benefits economic development important,improved awareness reputation city,No,Yes,,,,,,,,
Q23[04][M],economic development,two following benefits economic development important,tourists visiting region,No,Yes,,,,,,,,
Q23[05][M],economic development,two following benefits economic development important,better lifestyle amenities,Yes,No,,,,,,,,
Q23[06][M],economic development,two following benefits economic development important,better educational opportunities,No,Yes,,,,,,,,
Q23[07][M],economic development,two following benefits economic development important,higher standard living,No,Yes,,,,,,,,
Q23[08][M],economic development,two following benefits economic development important,increased tax base,No,Yes,,,,,,,,
Q23[09][M],economic development,two following benefits economic development important,diversity housing options,No,Yes,,,,,,,,
Q23[10][M],economic development,two following benefits economic development important,,No,Yes,,,,,,,,
Q23x10[T],none,please define,none,Lower property taxes,"Decrease taxes.
Stop city council from spending taxes so freely and overspending for APPEARANCE.  Snuck in vote for new police, fire and high school.
Eliminate the unnecessary “diversity” position in school district.  ","I marked dissatisfied in the diversity section earlier but was NOT referring to demographics. Johnston is being known for progressive, woke liberals and diverse thought is shamed and not allowed. Kids at school can not express free speech nor is it allowed in the community unless it’s of one thought. It’s shown when the mayor poses with local activists that are bent on ruining and dividing our city; that wear “Johnston’s Gone Woke” shirts and she signs declarations of Juneteenth to appease the woke mob and signs declarations on  praising the library during their “read banned books” when residents have supported legislation and pleaded with Johnston school district to remove sexually explicit books from school age children. Everyone outside Johnston sees it as the most woke school district, where they excel in extra curricular but fail in education. Kids fail in college because they are not prepared in k-12. There is a reason local private schools are filled with Johnston residents’ children. It’s not a welcoming area and local officials only appease the division in the community. ",Pool and recreation area. More things for kids/teens to do ,I prefer a lower population density. ,"Enviroment impact of management choices
This should be part of all your planning.
It is sadly missing
All the trees cut down by gravel pit. Why!
You guys are to sharp to be blowing off environmental impact. 
,",More fine dining experiences.,Less taxes,Lowering tax burden ,More handicap accessible places
Q24[L],none,often typically go outside [city name] city limits shop,none,A few times per week,Every day,A few times per month,At least once a week,Seldom or never,A few times per year,,,,
Q25[L],none,city put emphasis bringing retail city,none,Yes,No,,,,,,,,
Q26[L],none,city put emphasis bringing restaurants city,none,Yes,No,,,,,,,,
Q27[01][M],none,please check following types retail restaurant options would like see [city name],clothing stores,No,Yes,,,,,,,,
Q27[02][M],none,please check following types retail restaurant options would like see [city name],casual dining,Yes,No,,,,,,,,
Q27[03][M],none,please check following types retail restaurant options would like see [city name],fine dining,Yes,No,,,,,,,,
Q27[04][M],none,please check following types retail restaurant options would like see [city name],fast food,Yes,No,,,,,,,,
Q27[05][M],none,please check following types retail restaurant options would like see [city name],big box retail,No,Yes,,,,,,,,
Q27[06][M],none,please check following types retail restaurant options would like see [city name],specialty shops,No,Yes,,,,,,,,
Q27[07][M],none,please check following types retail restaurant options would like see [city name],brewery,No,Yes,,,,,,,,
Q27[08][M],none,please check following types retail restaurant options would like see [city name],sports bar,No,Yes,,,,,,,,
Q27[09][M],none,please check following types retail restaurant options would like see [city name],entertainment options,No,Yes,,,,,,,,
Q27[10][M],none,please check following types retail restaurant options would like see [city name],,No,Yes,,,,,,,,
Q27x10[T],none,please define,none,Buffets,With a focus on local and small business not cookie cutter of other cities,Gym where the amc was or ymca,We need summer & winter activities and maybe a movie theater.,"Sporting goods, gun stores, container stores, whole food, Trader Joe's.",Small local businesses,No new stores until the empty building are filled. Focus on building up what we have opposed to trying to just bring in businesses. ,Pool and rec center ,"Coffee Shop (Local, not a bigchain)",Gift shopping
Q28[01][M],none,please check following done [city name] past year,eaten restaurant fast food,Yes,No,,,,,,,,
Q28[02][M],none,please check following done [city name] past year,eaten restaurant fast food,Yes,No,,,,,,,,
Q28[03][M],none,please check following done [city name] past year,attended live music performance concert parade festival,No,Yes,,,,,,,,
Q28[04][M],none,please check following done [city name] past year,visited city government offices,Yes,No,,,,,,,,
Q28[05][M],none,please check following done [city name] past year,gone shopping,No,Yes,,,,,,,,
Q28[06][M],none,please check following done [city name] past year,used professional services banking legal,Yes,No,,,,,,,,
Q28[07][M],none,please check following done [city name] past year,gone workemployment,No,Yes,,,,,,,,
Q28[08][M],none,please check following done [city name] past year,gone church,No,Yes,,,,,,,,
Q28[09][M],none,please check following done [city name] past year,none,No,Yes,,,,,,,,
Q29[L],none,living [city name],none,Close to family,Great quality of life,School system,Heard great things about the community,Like the small town feel,Close to work,Grew up in the region,Other,Affordable cost of living,
Q29x9[T],none,please define,none,originally moved because of the school system but would not move here for it now. Staying because our neighborhood has a small town feel.,"Moved into the community in 1990 when it was much smaller —opportunity to purchase grandparent’s home.  Otherwise, moving to the community would not have been affordable for us.  ","Moved here from the Quad-Cities in 1998, due to full-time service in the Iowa National Guard. Once I retired, we realized we've built up a rather nice life here in Johnston and love living here.",My spouse was already living here,My Wife “made” me. (In a good way).,Found a house we liked ,Had to move into ranch home because of medical issues ,Mature trees and robust trail system.,In between Ankeny and west DesMoines to go shopping ,"We were looking for a place big enough for family to gather, have a place to park all the vehicles and  like to have a family feel with our neighbors"
Q30[L],none,used dart des moines area regional transit authority bus services past 2 years,none,No,Yes,Don't know,,,,,,,
Q31[01][M],none,please check following items would make try dart cause ride often,nothing,Yes,No,,,,,,,,
Q31[02][M],none,please check following items would make try dart cause ride often,frequent buses,No,Yes,,,,,,,,
Q31[03][M],none,please check following items would make try dart cause ride often,convenient routes,No,Yes,,,,,,,,
Q31[04][M],none,please check following items would make try dart cause ride often,intersuburb routes,No,Yes,,,,,,,,
Q31[05][M],none,please check following items would make try dart cause ride often,parkandride locations,No,Yes,,,,,,,,
Q31[06][M],none,please check following items would make try dart cause ride often,express buses,No,Yes,,,,,,,,
Q32[L],none,used [city name] partnership food pantry past 2 years,none,No,Yes,,,,,,,,
Q33[L],none,aware receive property tax bill polk county paying taxes seven separate entities,none,Yes,No,,,,,,,,
Q33a[L],none,one following entities receive majority services,none,City of Johnston,Polk County,Johnston Community School District,Polk County Assessor,DMACC,DART,Broadlawns Hospital,,,
Q34[01][M],none,receive information citys budget money spent,social media,No,Yes,,,,,,,,
Q34[02][M],none,receive information citys budget money spent,newsletter,No,Yes,,,,,,,,
Q34[03][M],none,receive information citys budget money spent,council meetings,No,Yes,,,,,,,,
Q34[04][M],none,receive information citys budget money spent,monthly [city name] living magazine,No,Yes,,,,,,,,
Q34[05][M],none,receive information citys budget money spent,budget page citys website,Yes,No,,,,,,,,
Q34[06][M],none,receive information citys budget money spent,,No,Yes,,,,,,,,
Q34[07][M],none,receive information citys budget money spent,important,No,Yes,,,,,,,,
Q34x6[T],none,please define,none,I dony,I don’t know how to find this information ,Combination.  Not always the same.  ,"Budget information feels hidden, and hard to find. How much are we paying for all of the new buildings that are coming in? (ignite, bombers, kwik star, Starbucks, caribou, etc)",On my tax documents ,Email updates from council member. ,I don’t receive it,Not sure where to find this information.,Never seen a city budget,Friends involved in city government
Q35[T],none,like city [city name],none,Safe and secure environment ,"Great schools, clean, safe, friendly neighbors, the trails/parks","Have lived here 50 years. Has grown but still
Small town feel. ",It’s not horrible ,"Johnston Living Magazine 
Home town feel 
Openness feeling, not crowded 
","I live in the north eastern side of town, where the properties are larger…it has a small community feel, it’s quiet and peaceful. ","The small town feel, the schools are great",It’s a beautiful place to live and it’s convenient to everything,Small town setting and like the location. Plenty of trail access. ,Friendly people. 
Q36[T],none,could change one thing city [city name] would,none,More dining options,Less affordable housing which attracts less desirable people ,Revitalize the 86th street retail (Dahl's / AMC),More retail and restaurants ,"Widen Merle Hay. Stop light at 66th Ave and Merle Hay. Summer traffic going to Saylorville makes it hard to get put on to Merle Hay. 
",Lower taxes ,Stop teaching gender confusion in schools!!!!!!!!! DONT MESS WITH OUR KIDS ,"Like I said before, an aquatic center and buffets.","Focus some of the growth and redevelopment on improvements for Johnston locals and not just for revenue streams.  Such as building an indoor and outdoor aquatic center that can be used for both residents, local sports teams, and regional competitions. Therefore bringing in money to the area and providing a needed service for our city.",Focus on maintaining the small community sense and feel that it has been known for. 
Q37[T],none,additional comments would like share,none,My husband one of three original pice officers ,"I’ve only lived in Johnston for less than 3 years, but have loved the area and closeness to anything that you want.","Johnston is historically known for being high in taxes, both for residents and businesses. Having incentives for small and local business owners to bring their shops to Johnston would go a long way in creating a Main Street vibe that would continue the small town feel of Johnston while boosting its appeal.",Bring more livelihood near the old.movie thea,Please do something with Price chopper we need a larger grocery store there Or turn that into a rec center of some kind,"Thank you all for your hard work.  A big shout out to all our fire, emergency and police dept...and Mayor Paula D.",Dart needs to pay for itself. We should not have to subsidize it. ,I feel like the city doesn't accommodate to young adults and teenagers and I wish they would. There are tins of things for adults and kids to do but not much for teens and young adults. Especially with more people choosing not to go to college and go straight to the workforce there isn't a lot of ways for them to go out without spending money. ,Wish the city council actually cared about the kids in Johnston. They say they do but actions speak louder than words. ,We love living in Johnston and appreciate what the city is doing to improve our quality of life.
Q38[L],none,following best describes current place employment,none,Retired,"Employee, and employed outside the home",Self employed,Student,"Employee, and work from home",Not currently employed,,,,
Q38a[L],none,work,none,In downtown Des Moines,In a suburb of Des Moines,Somewhere else,In Johnston,,,,,,
Q38a4[S],none,,none,Des Moines Southeast side,East side of Des Moines ,Boone,VA hospital ,East side of Des Moines in a dental office ,EASTSIDE OF DES MOINES,"Alleman, Iowa ",Dea Moines,Ames,Des Moines 
Q39[L],none,best describes town grew,none,Des Moines metro,Small town Iowa,Outside Iowa,Johnston,Another Metro in Iowa,,,,,
Q40[01][M],none,following best describes raceethnicity,asian asian indian,No,Yes,,,,,,,,
Q40[02][M],none,following best describes raceethnicity,black african american,No,Yes,,,,,,,,
Q40[03][M],none,following best describes raceethnicity,american indian alaska native,No,Yes,,,,,,,,
Q40[04][M],none,following best describes raceethnicity,white caucasian,Yes,No,,,,,,,,
Q40[05][M],none,following best describes raceethnicity,native hawaiian pacific islander,No,Yes,,,,,,,,
Q40[06][M],none,following best describes raceethnicity,hispanic spanish latinoax,No,Yes,,,,,,,,
Q40[07][M],none,following best describes raceethnicity,korean,,,,,,,,,,
Q40[08][M],none,following best describes raceethnicity,chinese,,,,,,,,,,
Q40[09][M],none,following best describes raceethnicity,middle eastern north african,,,,,,,,,,
Q40[10][M],none,following best describes raceethnicity,slaviceastern european,,,,,,,,,,
Q40[77][M],none,following best describes raceethnicity,unknowndont know,,,,,,,,,,
Q40[88][M],none,following best describes raceethnicity,prefer say,,,,,,,,,,
Q40[99][M],none,following best describes raceethnicity,,No,Yes,,,,,,,,
Q40x99[S],none,please describe raceethnicity,none,No,-,Italian,No.  And I think we should stop asking this.,,,,,,
Q41[N],none,age,none,60.0,70.0,37.0,46.0,80.0,52.0,18.0,51.0,41.0,58.0
Q42[01][K],none,counting many people household age 5,age 5,1.0,0.0,2.0,4.0,3.0,,,,,
Q42[02][K],none,counting many people household ages 59,ages 59,2.0,0.0,6.0,1.0,70.0,3.0,,,,
Q42[03][K],none,counting many people household ages 1014,ages 1014,0.0,2.0,1.0,3.0,,,,,,
Q42[04][K],none,counting many people household ages 1519,ages 1519,1.0,0.0,2.0,3.0,4.0,,,,,
Q42[05][K],none,counting many people household ages 2024,ages 2024,1.0,0.0,2.0,42.0,3.0,,,,,
Q42[06][K],none,counting many people household ages 2534,ages 2534,1.0,0.0,2.0,,,,,,,
Q42[07][K],none,counting many people household ages 3544,ages 3544,2.0,1.0,0.0,,,,,,,
Q42[08][K],none,counting many people household ages 4554,ages 4554,2.0,0.0,1.0,,,,,,,
Q42[09][K],none,counting many people household ages 5564,ages 5564,2.0,1.0,0.0,,,,,,,
Q42[10][K],none,counting many people household ages 6574,ages 6574,2.0,0.0,1.0,74.0,67.0,,,,,
Q42[11][K],none,counting many people household ages 75,ages 75,1.0,2.0,0.0,10.0,,,,,,
Q43[L],none,rent current residence,none,Own,Rent,,,,,,,,
Q44[L],none,gender,none,Male,Prefer to self-describe,Female,Non-binary,,,,,,
Q1[01][F],none,please rate following major categories services provided city [city name],01 overall quality police fire emergency medical services,Satisfied,Very Satisfied,Don't Know,Neutral,Very Dissatisfied,Dissatisfied,,,,
Q1[02][F],none,please rate following major categories services provided city [city name],02 overall quality city parks facilities,Satisfied,Very Satisfied,Neutral,Dissatisfied,Don't Know,Very Dissatisfied,,,,
Q1[03][F],none,please rate following major categories services provided city [city name],03 overall maintenance city streets,Very Dissatisfied,Satisfied,Neutral,Very Satisfied,Dissatisfied,Don't Know,,,,
Q1[04][F],none,please rate following major categories services provided city [city name],04 overall enforcement city codes ordinances,Dissatisfied,Neutral,Satisfied,Very Satisfied,Don't Know,Very Dissatisfied,,,,
Q1[05][F],none,please rate following major categories services provided city [city name],05 overall quality customer service receive city employees,Neutral,Very Satisfied,Satisfied,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q1[06][F],none,please rate following major categories services provided city [city name],06 overall effectiveness city communication public,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q1[07][F],none,please rate following major categories services provided city [city name],07 overall traffic flowcongestion management major streets city,Neutral,Dissatisfied,Very Satisfied,Satisfied,Very Dissatisfied,Don't Know,,,,
Q1[08][F],none,please rate following major categories services provided city [city name],08 overall traffic flowcongestion management neighborhood streets city,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q1[09][F],none,please rate following major categories services provided city [city name],09 overall quality citys stormwater management system,Satisfied,Neutral,Don't Know,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q1[10][F],none,please rate following major categories services provided city [city name],10 overall quality recreation programs,Satisfied,Don't Know,Very Satisfied,Neutral,Very Dissatisfied,Dissatisfied,,,,
Q1[11][F],none,please rate following major categories services provided city [city name],11 overall quality citys environmental sustainability programs,Satisfied,Don't Know,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q2[01][F],none,three items listed question 1 think receive emphasis city leaders next two years,1st,03. Overall maintenance of City streets,07. Overall traffic flow/congestion management on major streets in the City,"01. Overall quality of police, fire, and emergency medical services",10. Overall quality of recreation programs,11. Overall quality of City's environmental sustainability programs,06. Overall effectiveness of City communication with the public,02. Overall quality of City parks and facilities,08. Overall traffic flow/congestion management on neighborhood streets in the city,04. Overall enforcement of City codes and ordinances,09. Overall quality of the City's stormwater management system
Q2[02][F],none,three items listed question 1 think receive emphasis city leaders next two years,2nd,04. Overall enforcement of City codes and ordinances,02. Overall quality of City parks and facilities,03. Overall maintenance of City streets,11. Overall quality of City's environmental sustainability programs,07. Overall traffic flow/congestion management on major streets in the City,08. Overall traffic flow/congestion management on neighborhood streets in the city,"01. Overall quality of police, fire, and emergency medical services",10. Overall quality of recreation programs,06. Overall effectiveness of City communication with the public,05. Overall quality of customer service you receive from City employees
Q2[03][F],none,three items listed question 1 think receive emphasis city leaders next two years,3rd,"01. Overall quality of police, fire, and emergency medical services",07. Overall traffic flow/congestion management on major streets in the City,03. Overall maintenance of City streets,02. Overall quality of City parks and facilities,04. Overall enforcement of City codes and ordinances,08. Overall traffic flow/congestion management on neighborhood streets in the city,05. Overall quality of customer service you receive from City employees,11. Overall quality of City's environmental sustainability programs,10. Overall quality of recreation programs,06. Overall effectiveness of City communication with the public
Q3[01][F],none,please rate satisfaction following items may influence perception city [city name],01 overall value receive city tax dollars fees,Dissatisfied,Satisfied,Very Satisfied,Neutral,Don't Know,Very Dissatisfied,,,,
Q3[02][F],none,please rate satisfaction following items may influence perception city [city name],02 overall image city,Satisfied,Very Satisfied,Dissatisfied,Neutral,Very Dissatisfied,,,,,
Q3[03][F],none,please rate satisfaction following items may influence perception city [city name],03 well city planning new development,Very Dissatisfied,Very Satisfied,Satisfied,Neutral,Dissatisfied,Don't Know,,,,
Q3[04][F],none,please rate satisfaction following items may influence perception city [city name],04 well city planning redevelopment,Dissatisfied,Very Satisfied,Satisfied,Don't Know,Neutral,Very Dissatisfied,,,,
Q3[05][F],none,please rate satisfaction following items may influence perception city [city name],05 overall quality life city,Neutral,Very Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q3[06][F],none,please rate satisfaction following items may influence perception city [city name],06 overall condition housing neighborhood,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,,,,,
Q3[07][F],none,please rate satisfaction following items may influence perception city [city name],07 overall condition commercial retail centers,Neutral,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q4[01][F],none,please rate satisfaction following public safety items,01 overall quality local police protection,Satisfied,Neutral,Very Satisfied,Don't Know,Very Dissatisfied,Dissatisfied,,,,
Q4[02][F],none,please rate satisfaction following public safety items,02 visibility police neighborhood,Neutral,Satisfied,Very Dissatisfied,Very Satisfied,Dissatisfied,Don't Know,,,,
Q4[03][F],none,please rate satisfaction following public safety items,03 visibility police retail areas,Neutral,Satisfied,Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,,,,
Q4[04][F],none,please rate satisfaction following public safety items,04 city efforts prevent crime,Neutral,Satisfied,Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,,,,
Q4[05][F],none,please rate satisfaction following public safety items,05 city efforts prevent fires,Satisfied,Don't Know,Neutral,Very Satisfied,Dissatisfied,Very Dissatisfied,,,,
Q4[06][F],none,please rate satisfaction following public safety items,06 enforcement local traffic laws,Dissatisfied,Satisfied,Neutral,Very Satisfied,Don't Know,Very Dissatisfied,,,,
