question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q3[09][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,09. The City's efforts to promote diversity in the community,nan:nan,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q3[10][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,10. Overall quality of Downtown city_name,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,9.0:Don't Know,,,
Q3[11][F],,Please rate your satisfaction with each of the following items that may influence your perception of the City of city_name,11. Overall sense of community in city_name,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q4[01][F],,Please rate your satisfaction with each of the following items concerning city leadership,1. Overall quality of leadership provided by the City's elected officials,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q4[02][F],,Please rate your satisfaction with each of the following items concerning city leadership,2. Overall effectiveness of the City manager and appointed staff,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q5[01][F],,Please rate your satisfaction with each of the following maintenance items,01. Overall maintenance of city streets,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q5[02][F],,Please rate your satisfaction with each of the following maintenance items,02. Maintenance of streets in YOUR neighborhood,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q5[03][F],,Please rate your satisfaction with each of the following maintenance items,03. Maintenance of sidewalks in city_name,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q5[04][F],,Please rate your satisfaction with each of the following maintenance items,"04. Cleanliness of city buildings (City Hall, Community Center, etc.)",nan:nan,9.0:Don't Know,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q5[05][F],,Please rate your satisfaction with each of the following maintenance items,05. Snow removal on major city streets,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q5[06][F],,Please rate your satisfaction with each of the following maintenance items,06. Snow removal on neighborhood streets,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q5[07][F],,Please rate your satisfaction with each of the following maintenance items,07. Mowing and trimming along city streets and other public areas,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q5[08][F],,Please rate your satisfaction with each of the following maintenance items,08. Overall cleanliness of city streets,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,9.0:Don't Know,,,
Q5[09][F],,Please rate your satisfaction with each of the following maintenance items,09. Adequacy of city street lighting,nan:nan,4.0:Satisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,3.0:Neutral,2.0:Dissatisfied,9.0:Don't Know,,,
Q5[10][F],,Please rate your satisfaction with each of the following maintenance items,10. Maintenance of curbs and gutters on city streets,nan:nan,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,3.0:Neutral,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q5[11][F],,Please rate your satisfaction with each of the following maintenance items,11. Quality of landscaping in median on city streets,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,9.0:Don't Know,,,
Q6[01][F],,Which TWO of the City maintenance services listed in Question 5 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,1st:,nan:nan,3.0:03. Maintenance of sidewalks in Olathe,7.0:07. Mowing and trimming along city streets and other public areas,2.0:02. Maintenance of streets in YOUR neighborhood,5.0:05. Snow removal on major city streets,9.0:09. Adequacy of city street lighting,8.0:08. Overall cleanliness of city streets,1.0:01. Overall maintenance of city streets,11.0:11. Quality of landscaping in median on city streets,"4.0:04. Cleanliness of city buildings (City Hall, Community Center, etc.)"
Q6[02][F],,Which TWO of the City maintenance services listed in Question 5 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,2nd:,nan:nan,1.0:01. Overall maintenance of city streets,3.0:03. Maintenance of sidewalks in Olathe,9.0:09. Adequacy of city street lighting,2.0:02. Maintenance of streets in YOUR neighborhood,8.0:08. Overall cleanliness of city streets,10.0:10. Maintenance of curbs and gutters on city streets,6.0:06. Snow removal on neighborhood streets,5.0:05. Snow removal on major city streets,"4.0:04. Cleanliness of city buildings (City Hall, Community Center, etc.)"
Q7[01][F],,Please rate your satisfaction with each of the following water services,1. Water pressure on a typical day,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q7[02][F],,Please rate your satisfaction with each of the following water services,2. Taste of your tap water,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q7[03][F],,Please rate your satisfaction with each of the following water services,3. Smell of your tap water,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q7[04][F],,Please rate your satisfaction with each of the following water services,4. Clarity of your tap water,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q7[05][F],,Please rate your satisfaction with each of the following water services,5. How the City keeps you informed about tap water quality issues,nan:nan,9.0:Don't Know,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q7[06][F],,Please rate your satisfaction with each of the following water services,6. How well the City keeps you informed about disruptions to your water service,nan:nan,9.0:Don't Know,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q7[07][F],,Please rate your satisfaction with each of the following water services,7. What you are charged for water,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q7[08][F],,Please rate your satisfaction with each of the following water services,8. Overall quality of your water service,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q7a[T],,Why were you dissatisfied,,I believe the charge for water and storm sewer taxes are excessive. ,"People should not be charged such high prices for water, and this applies to JCW as well.  Shame on you. ","Water Pressure, I am sure this is a personal preference. But honestly feel the pressure should be around 55-60 psi.
I haven't checked mine in sometime but would guess on a good day it is only around 40-45 psi",Water is very expensive.  At least the city discontinued required back flow valve testing every year.,Does not taste okay unless I filter it,Too many taxes and fees added to basic water cost. ,Could always save money. ,"If there are in fact quality issues with the water, I’m not aware of them",it costs a fortune between water and sewer,Cost is too high
Q8[01][F],,Please rate your satisfaction with each of the following items concerning your trash service,1. Timeliness of your trash service,nan:nan,5.0:Very Satisfied,4.0:Satisfied,2.0:Dissatisfied,3.0:Neutral,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q8[02][F],,Please rate your satisfaction with each of the following items concerning your trash service,2. Professionalism of employees who pick up your trash,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q8[03][F],,Please rate your satisfaction with each of the following items concerning your trash service,3. The overall effort by employees to ensure that all of your trash is removed,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,2.0:Dissatisfied,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q8[04][F],,Please rate your satisfaction with each of the following items concerning your trash service,4. City efforts to keep you informed about trash removal issues,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q8[05][F],,Please rate your satisfaction with each of the following items concerning your trash service,5. City efforts to keep you informed about disruptions to trash service,nan:nan,5.0:Very Satisfied,3.0:Neutral,4.0:Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q8[06][F],,Please rate your satisfaction with each of the following items concerning your trash service,6. How quickly city personnel respond to trash service requests,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q8[07][F],,Please rate your satisfaction with each of the following items concerning your trash service,7. What you are charged for trash service,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q8[08][F],,Please rate your satisfaction with each of the following items concerning your trash service,8. Overall quality of your trash service,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q8[09][F],,Please rate your satisfaction with each of the following items concerning your trash service,"9. Bulky item pick up/removal services (old furniture, appliances, etc.)",nan:nan,5.0:Very Satisfied,4.0:Satisfied,2.0:Dissatisfied,3.0:Neutral,9.0:Don't Know,1.0:Very Dissatisfied,,,
Q8a[T],,Why were you dissatisfied,,The taxes are high.," 

Not picked up ",There should not be a charge for any item we bring to station. ,trash is waiting to be removed for weeks,fast.  Rough handling,occasionally missed. ,They do not pick up sticks. ,they spill trash  and don't pick it up,Rates are costly,just am.
Q9[01][F],,Please rate your satisfaction with each of the following items concerning your recycling service,1. Timeliness of your recycling pickups,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q9[02][F],,Please rate your satisfaction with each of the following items concerning your recycling service,2. Professionalism of employees who pick up items to be recycled,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q9[03][F],,Please rate your satisfaction with each of the following items concerning your recycling service,3. The overall effort by employees to ensure that your recycling pickup is complete,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q9[04][F],,Please rate your satisfaction with each of the following items concerning your recycling service,4. How well the City keeps you informed about curbside recycling issues,nan:nan,5.0:Very Satisfied,4.0:Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q9[05][F],,Please rate your satisfaction with each of the following items concerning your recycling service,5. How quickly city personnel respond to requests about curbside recycling,nan:nan,5.0:Very Satisfied,4.0:Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q9[06][F],,Please rate your satisfaction with each of the following items concerning your recycling service,6. Overall quality of the City's curbside recycling program,nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q9[07][F],,Please rate your satisfaction with each of the following items concerning your recycling service,"7. Household hazardous waste disposal service (for oil, paint, etc.)",nan:nan,5.0:Very Satisfied,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q9a[T],,Why were you dissatisfied,,I want weekly recycling. I don’t need weekly yard waste.,Getting rid of disposable batteries needs to be addressed in a better way. ,"I know it’s a cost matter, but I wish pick up was weekly",Would like it to be weekly.,they do not pick up all,It would be amazing if recycling were a weekly pick up. Thank you! ,"In my area they have flip flop recycling pickup a couple of times without any notice. Meaning we put out our recycling on the week it usually comes no pick up. They picked up the next week. Two weeks later they went back to the regular pick up. No notice. Plus recycling should be picked up every week not every other week. NO clue that Olathe offered a paint , and oil pickup. What is the cost for hazardous material pickup?",know nothing about hazardous waste disposal,recycling needs to be every week,Recycling pickup needs to be done every week. 
Q10[01][F],,Please rate your satisfaction with each of the following transportation items,1. Ease of north/south travel in city_name by car,nan:nan,4.0:Satisfied,3.0:Neutral,1.0:Very Dissatisfied,5.0:Very Satisfied,2.0:Dissatisfied,9.0:Don't Know,,,
Q10[02][F],,Please rate your satisfaction with each of the following transportation items,2. Ease of east/west travel in city_name by car,nan:nan,4.0:Satisfied,3.0:Neutral,1.0:Very Dissatisfied,5.0:Very Satisfied,2.0:Dissatisfied,9.0:Don't Know,,,
Q10[03][F],,Please rate your satisfaction with each of the following transportation items,3. Ease of travel by bicycle in city_name,nan:nan,9.0:Don't Know,3.0:Neutral,4.0:Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,5.0:Very Satisfied,,,
Q10[04][F],,Please rate your satisfaction with each of the following transportation items,4. Ease of pedestrian travel in city_name,nan:nan,9.0:Don't Know,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q10[05][F],,Please rate your satisfaction with each of the following transportation items,5. Reliability of traffic signal timing or progression,nan:nan,3.0:Neutral,4.0:Satisfied,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q11[01][F],,Which TWO of the transportation services listed in Question 10 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,1st:,nan:nan,3.0:3. Ease of travel by bicycle in Olathe,2.0:2. Ease of east/west travel in Olathe by car,1.0:1. Ease of north/south travel in Olathe by car,5.0:5. Reliability of traffic signal timing or progression,4.0:4. Ease of pedestrian travel in Olathe,,,,
Q11[02][F],,Which TWO of the transportation services listed in Question 10 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,2nd:,nan:nan,5.0:5. Reliability of traffic signal timing or progression,1.0:1. Ease of north/south travel in Olathe by car,3.0:3. Ease of travel by bicycle in Olathe,2.0:2. Ease of east/west travel in Olathe by car,4.0:4. Ease of pedestrian travel in Olathe,,,,
Q12[01][F],,"Please answer either ""Yes"" or ""No"" to each of the following questions",1. Sidewalks/Trails,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q12[02][F],,"Please answer either ""Yes"" or ""No"" to each of the following questions",2. Bike lanes and bike facilities,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q12[03][F],,"Please answer either ""Yes"" or ""No"" to each of the following questions",3. Streets,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q12[04][F],,"Please answer either ""Yes"" or ""No"" to each of the following questions",4. Public Transportation,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q12[05][F],,"Please answer either ""Yes"" or ""No"" to each of the following questions","5. Rideshare applications (Uber, Lyft, etc.)",nan:nan,1.0:Yes,2.0:No,,,,,,,
Q13[01][F],,Please rate your satisfaction with each of the following code enforcement items,1. Enforcing the clean-up of debris on private property,nan:nan,9.0:Don't Know,3.0:Neutral,5.0:Very Satisfied,4.0:Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q13[02][F],,Please rate your satisfaction with each of the following code enforcement items,2. Enforcing the mowing and cutting of weeds on private property,nan:nan,9.0:Don't Know,2.0:Dissatisfied,3.0:Neutral,4.0:Satisfied,1.0:Very Dissatisfied,5.0:Very Satisfied,,,
Q13[03][F],,Please rate your satisfaction with each of the following code enforcement items,3. Enforcing the exterior maintenance of residential property,nan:nan,9.0:Don't Know,4.0:Satisfied,3.0:Neutral,2.0:Dissatisfied,5.0:Very Satisfied,1.0:Very Dissatisfied,,,
Q13[04][F],,Please rate your satisfaction with each of the following code enforcement items,4. Enforcing the exterior maintenance of business property,nan:nan,9.0:Don't Know,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q13[05][F],,Please rate your satisfaction with each of the following code enforcement items,5. Enforcing sign regulations,nan:nan,9.0:Don't Know,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q13[06][F],,Please rate your satisfaction with each of the following code enforcement items,6. Professionalism of code enforcement employees,nan:nan,9.0:Don't Know,4.0:Satisfied,3.0:Neutral,5.0:Very Satisfied,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q14[01][F],,Which TWO of the code enforcement services do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,1st:,nan:nan,5.0:5. Enforcing sign regulations,2.0:2. Enforcing the mowing and cutting of weeds on private property,6.0:6. Professionalism of code enforcement employees,3.0:3. Enforcing the exterior maintenance of residential property,1.0:1. Enforcing the clean-up of debris on private property,4.0:4. Enforcing the exterior maintenance of business property,,,
Q14[02][F],,Which TWO of the code enforcement services do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,2nd:,nan:nan,4.0:4. Enforcing the exterior maintenance of business property,5.0:5. Enforcing sign regulations,2.0:2. Enforcing the mowing and cutting of weeds on private property,3.0:3. Enforcing the exterior maintenance of residential property,1.0:1. Enforcing the clean-up of debris on private property,6.0:6. Professionalism of code enforcement employees,,,
Q15[01][F],,Please rate your satisfaction with each of the following parks and recreation items,01. Maintenance of city parks,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[02][F],,Please rate your satisfaction with each of the following parks and recreation items,02. Number of city parks,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q15[03][F],,Please rate your satisfaction with each of the following parks and recreation items,03. Number of walking and biking trails,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,9.0:Don't Know,,,
Q15[04][F],,Please rate your satisfaction with each of the following parks and recreation items,04. Maintenance of walking and biking trails,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q15[05][F],,Please rate your satisfaction with each of the following parks and recreation items,05. City swimming pools,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[06][F],,Please rate your satisfaction with each of the following parks and recreation items,06. Quality of outdoor athletic fields,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[07][F],,Please rate your satisfaction with each of the following parks and recreation items,07. Senior recreation opportunities,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[08][F],,Please rate your satisfaction with each of the following parks and recreation items,08. The City's youth athletic programs,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,3.0:Neutral,1.0:Very Dissatisfied,,,
Q15[09][F],,Please rate your satisfaction with each of the following parks and recreation items,09. The City's adult athletic programs,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,3.0:Neutral,,,
Q15[10][F],,Please rate your satisfaction with each of the following parks and recreation items,"10. Other city recreation programs, such as classes, special population trips, and special events",nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[11][F],,Please rate your satisfaction with each of the following parks and recreation items,11. Ease of registering for programs,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,3.0:Neutral,1.0:Very Dissatisfied,,,
Q15[12][F],,Please rate your satisfaction with each of the following parks and recreation items,12. Fees charged for recreation programs,nan:nan,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,5.0:Very Satisfied,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q15[13][F],,Please rate your satisfaction with each of the following parks and recreation items,13. Special events sponsored by the City (park concerts &amp; July 4th Fireworks),nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[14][F],,Please rate your satisfaction with each of the following parks and recreation items,14. Quality of the City's indoor recreation facilities,nan:nan,4.0:Satisfied,5.0:Very Satisfied,3.0:Neutral,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[15][F],,Please rate your satisfaction with each of the following parks and recreation items,15. Condition of restrooms in public parks,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[16][F],,Please rate your satisfaction with each of the following parks and recreation items,16. Quality of the city_name Parks and Recreation Activity Guide,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,1.0:Very Dissatisfied,3.0:Neutral,,,
Q15[17][F],,Please rate your satisfaction with each of the following parks and recreation items,"17. Condition and maintenance of city_name Memorial Cemetery, located at the intersection of Harold and Northgate",nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,1.0:Very Dissatisfied,2.0:Dissatisfied,,,
Q15[18][F],,Please rate your satisfaction with each of the following parks and recreation items,18. Quality of services provided by city_name Memorial Cemetery,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,3.0:Neutral,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q15[19][F],,Please rate your satisfaction with each of the following parks and recreation items,19. Professionalism of Parks and Recreation employees,nan:nan,4.0:Satisfied,5.0:Very Satisfied,9.0:Don't Know,2.0:Dissatisfied,3.0:Neutral,1.0:Very Dissatisfied,,,
Q16[01][F],,Which TWO of the Parks and Recreation items listed in Question 15 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,1st:,nan:nan,1.0:01. Maintenance of city parks,7.0:07. Senior recreation opportunities,"10.0:10. Other city recreation programs, such as classes, special population trips, and special events",3.0:03. Number of walking and biking trails,2.0:02. Number of city parks,5.0:05. City swimming pools,4.0:04. Maintenance of walking and biking trails,12.0:12. Fees charged for recreation programs,"17.0:17. Condition and maintenance of Olathe Memorial Cemetery, located at the intersection of Harold and Northgate"
Q16[02][F],,Which TWO of the Parks and Recreation items listed in Question 15 do you think should receive the MOST EMPHASIS from city leaders over the next TWO years,2nd:,nan:nan,4.0:04. Maintenance of walking and biking trails,"10.0:10. Other city recreation programs, such as classes, special population trips, and special events",7.0:07. Senior recreation opportunities,13.0:13. Special events sponsored by the City (park concerts & July 4th Fireworks),5.0:05. City swimming pools,3.0:03. Number of walking and biking trails,1.0:01. Maintenance of city parks,2.0:02. Number of city parks,8.0:08. The City's youth athletic programs
Q17[01][F],,Please rate your satisfaction with each of the following wastewater items,1. Odor from city wastewater treatment centers,nan:nan,9.0:Don't Know,4.0:Satisfied,1.0:Very Dissatisfied,3.0:Neutral,5.0:Very Satisfied,2.0:Dissatisfied,,,
Q17[02][F],,Please rate your satisfaction with each of the following wastewater items,2. Overall quality of the City's wastewater system,nan:nan,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q17[03][F],,Please rate your satisfaction with each of the following wastewater items,3. What you are charged for wastewater services,nan:nan,4.0:Satisfied,3.0:Neutral,9.0:Don't Know,5.0:Very Satisfied,2.0:Dissatisfied,1.0:Very Dissatisfied,,,
Q18[L],,Have you had a sewer backup in your home during the past year,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q18a[L],,Was the backup caused by problems in the City's system,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q18b[L],,Did the City respond promptly to your requests for service,,nan:nan,2.0:No,1.0:Yes,,,,,,,
Q18c[L],,Was your problem resolved to your satisfaction,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q19[01][F],,Please rate city_name with regard to each of the following,1. As a place to live,nan:nan,4.0:Good,5.0:Excellent,1.0:Poor,3.0:Neutral,2.0:Below Average,,,,
Q19[02][F],,Please rate city_name with regard to each of the following,2. As a place to raise children,nan:nan,4.0:Good,5.0:Excellent,3.0:Neutral,9.0:Don't Know,1.0:Poor,2.0:Below Average,,,
Q19[03][F],,Please rate city_name with regard to each of the following,3. As a place to work,nan:nan,4.0:Good,5.0:Excellent,9.0:Don't Know,2.0:Below Average,3.0:Neutral,1.0:Poor,,,
Q19[04][F],,Please rate city_name with regard to each of the following,4. As a place where you would buy your next home,nan:nan,4.0:Good,5.0:Excellent,2.0:Below Average,3.0:Neutral,1.0:Poor,9.0:Don't Know,,,
Q20[01][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[1. Have you talked or connected with your neighbors in the past 6 months,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q20[02][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[2. Have you volunteered your time in the past 6 months,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q20[03][F],"Please answer either ""Yes"" or ""No"" to each of the following questions","[3. Are you able to get help from either family, friends, or neighbors in time of need",,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q20[04][F],"Please answer either ""Yes"" or ""No"" to each of the following questions",[4. Does city_name provide opportunities for you to connect with others,,nan:nan,1.0:Yes,2.0:No,,,,,,,
Q20a[01][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",An inflexible or demanding work schedule,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[02][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",Inadequate childcare,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[03][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",Inadequate transportation,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[04][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",Feeling somewhat unwelcome,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[05][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",Concerns for safety,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[06][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",Lack of information,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[07][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",Feeling that you can't make a difference,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[08][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",Inadequate healthcare,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[09][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",Inadequate resources/income,nan:nan,nan:No,Y:Yes,,,,,,,
Q20a[10][M],,"Thinking of your own life, please check if any of the following obstacles or barriers make it difficult for you to be involved with your community",None,nan:nan,Y:Yes,nan:No,,,,,,,
Q20b[L],,How would you describe your overall state of health,,nan:nan,2.0:Very good,3.0:Good,5.0:Poor,1.0:Excellent,4.0:Fair,9.0:Don't know/refuse,,,
